41.41690064,19.7166996
36.82220078,7.809400082
36.69329834,3.217200041
36.75,5.083300114
35.54779816,6.159999847
34.79330063,5.738100052
36.21279907,1.331699967
36.27690125,6.630000114
24.46529961,9.488900185
33.51670075,6.783299923
32.38219833,3.800600052
36.79999924,5.883299828
31.6739006,6.142799854
31.91670036,5.400000095
35.62779999,-0.610599995
36.18330002,5.333300114
27.7166996,-8.166700363
35.0155983,-1.458299995
22.81469917,5.459199905
-34.55889893,-58.41579819
-38.73059845,-62.15060043
-41.14970017,-71.15830231
-27.4496994,-58.7621994
-31.31310082,-64.19940186
-40.07580185,-71.1391983
-45.78720093,-67.46279907
-34.60829926,-58.61249924
-34.8199997,-58.53390122
-50.28030014,-72.05329895
-25.74169922,-54.46580124
-24.38500023,-65.09739685
-35.46670151,-69.57420349
-34.91669846,-57.95000076
-32.83190155,-68.78469849
-38.95000076,-68.15219879
-42.75899887,-65.10099793
-43.23329926,-65.32330322
-27.45140076,-59.05080032
-51.60919952,-69.33920288
-32.9056015,-60.7867012
-24.85499954,-65.47219849
-26.83329964,-65.19999695
-31.56669998,-68.41670227
-54.80279923,-68.32779694
40.15420151,44.40140152
40.71670151,43.83330154
12.50220013,-70.01390076
-26.70000076,141.0417023
-34.94829941,138.5346985
-38.04079819,144.4680939
-17.95000076,122.2300034
-27.38500023,153.1163025
-35.30889893,149.1950073
-16.88330078,145.7516937
-12.41670036,130.8721924
-13.97220039,136.4532929
-22.23500061,114.0817032
-26.60420036,153.0899963
-37.6617012,144.8332977
-14.11670017,133.8332977
-32.79579926,151.8332977
-28.16670036,153.5083008
-31.93169975,115.9682999
-20.37829971,118.6275024
-33.94419861,151.1757965
-19.25419998,146.7642059
46.99330139,15.43999958
47.26029968,11.34389973
46.64310074,14.3416996
48.23329926,14.1875
47.79309845,13.00559998
48.11109924,16.55830002
40.79309845,47.72579956
40.46659851,50.05250168
40.73329926,46.31669998
38.75889969,48.8064003
39.19029999,45.45890045
24.69779968,-77.7960968
25.69939995,-79.26560211
25.41749954,-77.88140106
25.47470093,-76.68499756
26.55669975,-78.69940186
23.46809959,-75.78250122
25.28389931,-76.33080292
25.73810005,-77.84030151
20.98329926,-73.66670227
26.51110077,-77.08470154
25.04059982,-77.47190094
25.74970055,-79.27639771
25.08329964,-77.30000305
24.89170075,-76.17810059
23.58329964,-75.26809692
24.31500053,-75.45359802
26.73500061,-77.37220001
24.6970005,-77.79579926
24.05999947,-74.53309631
22.2574997,91.82559967
21.45000076,91.9681015
23.78059959,90.38610077
24.95890045,91.87439728
13.07219982,-59.49309921
52.11669922,23.88330078
52.41669846,31
53.66669846,23.79999924
53.86669922,27.54999924
53.86669922,27.5333004
55.08330154,30.2166996
51.18999863,4.460000038
50.90140152,4.484399796
50.45920181,4.45389986
50.81719971,3.204699993
50.63750076,5.44329977
51.1996994,2.863600016
17.53610039,-88.30999756
16.53499985,-88.44000244
17.91110039,-87.96859741
17.5156002,-88.19580078
-17.42830086,-66.17169952
-16.50690079,-68.20140076
-17.96419907,-67.08080292
-18.9666996,-57.79999924
-14.85000038,-66.73329926
-21.55419922,-64.7457962
-17.64109993,-63.13389969
-10.98330021,-37.04999924
-21.14360046,-50.42610169
-1.378900051,-48.4756012
-16.43330002,-39.08330154
-15.86060047,-47.91529846
2.833300114,-60.66669846
-22.92499924,-42.07860184
-15.64999962,-56.11669922
-23.62610054,-46.65639877
-20.46330071,-54.67250061
-19.63330078,-43.96670151
-23,-47.13330078
-25.52669907,-49.17779923
-27.66970062,-48.55059815
-3.77670002,-38.53440094
-22.80780029,-43.24330139
-23.43499947,-46.47280121
-16.63829994,-49.21080017
-25.52470017,-54.58470154
-7.146399975,-34.95190048
-30.83329964,-55.61669922
-3.039200068,-60.04999924
0.050000001,-51.06669998
-9.515299797,-35.79579926
-22.2166996,-49.93330002
-5.768099785,-35.37609863
-26.87940025,-48.6507988
-19.85169983,-43.95080185
-29.99329948,-51.17079926
-9.9666996,-67.80000305
-8.125800133,-34.9239006
-32.08190155,-52.16640091
-16.43330002,-54.72859955
-22.90999985,-43.16279984
-12.91559982,-38.33610153
-19.77639961,-47.95830154
-21.54999924,-45.43330002
-23.00670052,-47.13439941
-20.26440048,-40.28749847
18.44389916,-64.5428009
18.7166996,-64.30000305
18.45000076,-64.58329773
18.44639969,-64.42970276
4.925000191,114.927803
42.56969833,27.51530075
42.06779862,24.85079956
42.70000076,23.39999962
43.23189926,27.82500076
44,22.83329964
11.16359997,-4.326399803
12.35219955,-1.513299942
-3.331700087,29.32080078
10.5795002,103.6369019
11.54609966,104.8478012
13.40890026,103.8158035
4.013299942,9.709199905
9.336099625,13.37559986
10.45219994,14.25640011
7.356400013,13.56140041
3.716700077,11.55000019
3.833600044,11.52359963
49.29999924,-123.1333008
43.66669846,-79.9332962
48.79999924,-123.199997
46.48310089,-84.50859833
48.81669998,-123.6166992
48.86669922,-123.3000031
49.07690048,-125.7763977
48.32220078,-70.98860169
49.9510994,-125.2694016
48.75,-123.2332993
49.05279923,-123.8692017
50.05690002,-124.8332977
64.04170227,-139.1208038
49.21670151,-57.40000153
50.18330002,-124.699997
53.30419922,-113.5916977
63.75220108,-68.56390381
45.86669922,-66.53330231
50.08330154,-124.949997
48.84999847,-123.5
49.36669922,-99.11669922
47.36669922,-61.90000153
48.95000076,-57.93330002
50.01670075,-125.25
43.16690064,-79.93060303
49.46670151,-123.75
44.88330078,-63.51670075
50.40940094,-125.1312027
50.69919968,-120.4383011
43.45560074,-80.3839035
49.96530151,-119.3778
48.81669998,-123.199997
56.65280151,-111.2205963
50.58330154,-127.0999985
67.58329773,-139.8332977
45.32080078,-75.67279816
51.81669998,-94
49.5,-124.0333023
46.78919983,-71.39810181
42.27420044,-82.96389771
43.83330154,-66.08329773
50.06499863,-125.2347031
49.63190079,-112.7917023
46.10889816,-64.68830109
49.71670151,-124.8933029
50.43190002,-104.665802
48.36970139,-89.32779694
55.17969894,-118.8835983
48.94670105,-54.56330109
46.16669846,-60.04999924
50.12390137,-124.8394013
50.41669846,-125.1667023
46.62689972,-80.79810333
45.31669998,-65.88330078
55.88330078,-126.8396988
46.5155983,-74.75530243
43.65000153,-79.38330078
45.46390152,-73.75
48.20560074,-78.83059692
48.05279923,-77.78279877
49.18719864,-123.1853027
52.66669846,-94.5
49.90000153,-97.23329926
48.65499878,-123.4666977
49.53329849,-115.7667007
52.16669846,-106.6832962
53.89170075,-122.6750031
43.03329849,-81.15000153
49.02389908,-122.3660965
60.71670151,-135.0666962
46.36579895,-79.42140198
51.1128006,-114.0196991
46.28609848,-63.13059998
48.64860153,-123.4235992
53.31669998,-60.41669846
47.6169014,-52.75
43.67969894,-79.625
62.46889877,-114.4441986
50.68059921,-127.3638992
50.21670151,-66.28330231
56.09030151,-96.0911026
49.15000153,-123.9332962
12.13469982,15.03499985
-23.43939972,-70.44280243
-18.33309937,-70.33809662
-22.48719978,-68.91670227
-27.16500092,-109.4266968
-20.2317009,-70.14080048
-29.91329956,-71.19779968
-41.43249893,-73.09030151
-51.68330002,-72.51670075
-53.12639999,-70.87750244
-33.38669968,-70.78500366
-38.76390076,-72.63690186
26.25720024,105.8728027
40.66669846,109.9832993
27.26670075,105.4710999
21.48329926,109.0832977
39.66640091,119.0599976
23.39249992,113.2996979
34.75,113.6667023
43.91669846,125.3332977
29.49580002,106.3597031
28.19659996,113.2207031
30.57999992,103.949997
31.70000076,119.9666977
40.08300018,113.3000031
40.02550125,124.2870026
38.91669846,121.6500015
40.20000076,94.6832962
39.84999847,110.0333023
29.13330078,110.4832993
30.2833004,109.3167038
43.4233017,112.0911026
26.10000038,119.2833023
48.19720078,134.3632965
19.93860054,110.4621964
40.85480118,111.8212967
31.99279976,116.9733963
30.23600006,120.4389038
28.23329926,113.1500015
33.78749847,119.1278
49.2132988,119.8239975
45.62210083,126.2482987
38.36669922,106.3666992
22.01670075,100.8000031
24.89999962,118.5832977
46.83330154,130.3500061
41.11669922,121.0167007
38.14279938,101.7382965
39.54309845,76.0196991
28.68330002,115.8833008
25.10390091,102.9428024
26.54059982,106.8003006
25.21590042,110.0472031
36.01670075,103.75
27,100
24.4829998,98.51699829
29.66670036,91.15000153
34.68330002,112.4666977
34.54999924,119.25
35.05270004,118.4262009
24.36669922,109.5333023
44.59999847,129.5
31.43110085,104.7380981
24.35000038,116.1333008
47.25529862,123.9240036
29.83329964,121.5333023
31.99530029,118.8116989
22.60960007,108.1716995
32.06669998,120.9666977
49.56560135,117.3450012
40.06669998,116.5999985
39.50859833,116.4107971
31.14389992,121.7913971
31.19809914,121.3364029
41.79999924,123.449997
45.01670075,119.75
34.25,108.8666992
38.04999924,114.4666977
23.36669922,116.6667023
18.30349922,109.4123993
22.54999924,113.9167023
36.26679993,120.3830032
27.63330078,109.0500031
